naziv;¹ifra;marka;neto kolièina;jedinica mjere;MPC;cijena za jedinicu mjere;MPC za vrijeme posebnog oblika prodaje;Najni¾a cijena u posljednjih 30 dana;datum sidrene cijene;sidrena cijena na 2.5.2025.;barkod;kategorija proizvoda
SAPUN LAHOR SENSITIVE 80 g;354105;Lahor;0.0800;kg;0.64;8.00;;;02.05.2025;0.64;3850105176950;Kozmetika
SAPUN LAHOR W.ROSE 80 g;354106;Lahor;0.0800;kg;0.89;11.13;;;02.05.2025;0.89;3850105176929;Kozmetika
GEL TU©.BIOBAZA BOT.GAR 400 ml;354108;Biobaza;0.4000;L;4.89;12.23;;;02.05.2025;4.89;3856020908317;Kozmetika
SERUM GARNIER GLOW 30 ml;354121;Garnier;0.0300;l;11.99;399.67;;;02.05.2025;11.99;3600542433327;Kozmetika
SERUM GARNIER H.ALOE 30 ml;354122;Garnier;0.0300;l;11.99;399.67;;;02.05.2025;11.99;3600542432924;Kozmetika
KAVA BARCAFFE PE.NOISETE 140 g;354151;Barcaffe;0.1400;kg;3.98;28.43;;;02.05.2025;3.98;3838471045339;Piæa
©AMPON OLIVAL RICINUS 250 ml;354159;Olival;0.2500;L;5.89;23.56;;;02.05.2025;5.89;3858892693902;Kozmetika
©AMPON OLIVAL KOPRIVA 250 ml;354160;Olival;0.2500;L;5.89;23.56;;;02.05.2025;5.89;3858892693919;Kozmetika
KREMA AFRODITA CERAMID.50 ml;354202;Afrodita;0.0500;l;15.49;309.80;;;02.05.2025;15.49;3831070656746;Kozmetika
KREMA AFRODITA CERAMID.50 ml;354203;Afrodita;0.0500;l;15.49;309.80;;;02.05.2025;15.49;3831070656739;Kozmetika
SERUM AFRODITA COLLAGE. 30 ml;354208;Afrodita;0.0300;l;17.99;599.67;;;02.05.2025;17.99;3831070657767;Kozmetika
MEDENI KOLAÈ SA KAKAOM 100 g;354210;;0.1000;kg;3.09;30.90;;;02.05.2025;3.09;8594071650360;Hrana
MEDENI KOLAÈ SA ORAHOM 100 g;354211;;0.1000;kg;3.09;30.90;;;02.05.2025;3.09;8594071650353;Hrana
MEDENI KOLAÈ BEZ GLUTENA 100 g;354212;;0.1000;kg;3.29;32.90;;;02.05.2025;3.29;8594071651107;Hrana
KREMA AFRODITA COLLAGEN  50 ml;354228;Afrodita;0.0500;l;17.59;351.80;;;02.05.2025;17.59;3831070658450;Kozmetika
KREMA AFRODITA COLA.SUH  50 ml;354229;Afrodita;0.0500;L;17.59;351.80;;;02.05.2025;17.59;3831070658467;Kozmetika
SIR PODRAV.SLICE PRESID.150 g;354238;President;0.1500;kg;3.19;21.27;;;02.05.2025;3.19;3850355007066;Hrana
SIR GOUDA SLIC.PRESIDENT 150 g;354240;President;0.1500;kg;3.19;21.27;;;02.05.2025;3.19;3850355007080;Hrana
SIR GOUDA PRESIDENT SAND.120 g;354242;President;0.1200;kg;2.79;23.25;;;02.05.2025;2.79;3850355007103;Hrana
ZUB.PAS.PLIDENTA SENSITI.75 ml;354254;Plidenta;0.0750;L;;20.67;1.55;2.25;02.05.2025;2.25;3856007908712;Kozmetika
TORTA LEDOLINA LEDO 650 g;354280;Ledo;0.6500;kg;11.49;17.68;;;02.05.2025;11.49;3850116042596;Hrana
SIR RIBANAC PRESIDENT 40 g;354294;President;0.0400;kg;1.49;37.25;;;02.05.2025;1.49;3850355007608;Hrana
SIR RIBANAC PRESIDENT 100 g;354296;President;0.1000;kg;3.25;32.50;;;02.05.2025;3.25;3850355007622;Hrana
CEDEVITA LIMUN 900 g;354327;Cedevita;0.9000;kg;6.39;7.10;;;02.05.2025;5.79;3850322015001;Piæa
CEDEVITA BAZGA LIMUN 900 g;354329;Cedevita;0.9000;kg;6.39;7.10;;;02.05.2025;5.79;3850322015049;Piæa
CEDEVITA NARANÈA 900 g ;354330;Cedevita;0.9000;kg;6.39;7.10;;;02.05.2025;5.79;3850322014981;Piæa
CEDEVITA LIMETA 900 g;354333;Cedevita;0.9000;kg;6.39;7.10;;;02.05.2025;5.79;3850322015025;Piæa
SIRUP BAK.BLAGO ©LJIVA CIM.1 L;354344;Eigenbedarf;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3858893550112;Piæa
SIRUP BAK.BLAGO LIMUN KOPR.1 L;354347;Eigenbedarf;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3858893550129;Piæa
SOJADE BOROVNICA 150 g;354399;;0.1500;kg;1.99;13.27;;;02.05.2025;1.99;3273221093831;Hrana
SOJADE NATURAL 150 g;354400;;0.1500;kg;1.79;11.93;;;02.05.2025;1.79;3273221093787;Hrana
ZUB.PA.ORAL-B FRESH .2x75 ml;354404;Oral B;0.1500;l;6.59;43.93;;;02.05.2025;6.59;8700216482592;Kozmetika
TJ.MARODI CONCHIGLIETTE 400 g;354405;;0.4000;kg;2.99;7.48;;;02.05.2025;2.99;3859888666740;Hrana
ÈIPS OD LEÆE SPAR M.SOL 90 g;354406;SPAR;0.0900;kg;1.99;22.11;;;02.05.2025;1.99;9100000914480;Hrana
ÈIPS OD LEÆE SPAR VRHNJE 90 g;354407;SPAR;0.0900;kg;1.99;22.11;;;02.05.2025;1.99;9100000914503;Hrana
©AMPON OLIVAL ÈIÈAK 250 ml;354408;Olival;0.2500;L;5.89;23.56;;;02.05.2025;5.89;3858892693896;Kozmetika
UMA.TIKKA MASALA PATAK´S 450 g;354409;Pataks;0.4500;kg;;8.87;3.99;5.79;02.05.2025;5.79;5011308303446;Hrana
TJESTEN.MARODI ALFABETO 400 g;354410;;0.4000;kg;2.99;7.48;;;02.05.2025;2.99;3859888666757;Hrana
JEÈAM MJE©AVINA LEDO 400 g;354411;Ledo;0.4000;kg;3.09;7.73;;;02.05.2025;3.09;3850116041445;Hrana
PESTO POLLI SICILIANA 190 g;354412;Polli;0.1900;kg;3.19;16.79;;;02.05.2025;3.19;8001310810800;Hrana
SIR PR.GRAND OVAL TRAPIS.500 g;354447;;0.5000;kg;7.49;14.98;;;02.05.2025;7.49;3850355007165;Hrana
SIR TILZIT PRESID.SLICE 150 g;354449;;0.1500;kg;3.19;21.27;;;02.05.2025;3.19;3850355007141;Hrana
RIBLJA JUHA DESPAR 350 g;354468;Despar;0.3500;kg;5.29;15.11;;;02.05.2025;5.29;9100000907413;Hrana
UMAK OD ©KOLJKI DESPAR 400 g;354469;Despar;0.4000;kg;4.49;11.23;;;02.05.2025;4.49;9100000907390;Hrana
KAPSULE FAKS COL.LAVANDA 14/1;354496;Faks;14.0000;kom;7.95;0.57;;;02.05.2025;7.95;3850105179296;Sredstva za èi¹æenje
ELETR.REFIL GLAD NARANÈA 20 ml;354499;Glade;0.0200;L;7.39;369.50;;;02.05.2025;7.39;5000204334487;Sredstva za èi¹æenje
ELETRI.REFIL GLADE RELAX 20 ml;354500;Glade;0.0200;L;7.39;369.50;;;02.05.2025;7.39;5000204334517;Sredstva za èi¹æenje
Sir Podravec President;354519;President;1.0000;kg;11.49;11.49;;;02.05.2025;11.49;3850355007455;Hrana
SIR RIBANAC PRESIDENT 3x40 g;354540;President;0.1200;kg;3.69;30.75;;;02.05.2025;3.69;3850355006618;Hrana
SIR TOAST CHEDDAR PRESID.150 g;354547;President;0.1500;kg;1.79;11.93;;;02.05.2025;1.79;3228022210055;Hrana
SIR TOAST EMMENT.PRES.150 g;354549;President;0.1500;kg;1.79;11.93;;;02.05.2025;1.79;3228022210062;Hrana
MAJONEZA CHILI ZVIJEZDA 85 g;354563;Zvijezda;0.0850;kg;1.19;14.00;;;02.05.2025;1.19;3856015324689;Hrana
REGENERATOR GLISS 200 ml;354564;Gliss Kur;0.2000;L;4.69;23.45;;;02.05.2025;4.69;9000100662987;Kozmetika
NAPITAK SPAR ZOB BARISTA 1 L;354566;SPAR;1.0000;l;2.39;2.39;;;02.05.2025;2.39;9100000962290;Piæa
TRAKE DESPAR ZA DEPIL.AC. 16/1;354568;Despar;16.0000;kom;1.11;0.07;;;02.05.2025;1.11;8001300935582;Kozmetika
BOMB.RICOLA GINGER ORANGE 40 g;354571;Ricola;0.0400;kg;1.59;39.75;;;02.05.2025;1.59;7610700015513;Hrana
MEDENA TORTA BEZ GLUTENA 800 g;354587;;0.8000;kg;14.99;18.74;;;02.05.2025;14.99;8594071650872;Hrana
PR©UT DALMATINSKI VO©TANE 80 g;354619;Vostane;0.0800;kg;3.29;41.13;;;02.05.2025;3.29;3858889493096;Hrana
PANCETA DALMAT.VO©TANE 80 g;354626;Vostane;0.0800;kg;3.19;39.88;;;02.05.2025;3.19;3858889493218;Hrana
BUÐOLA DALMAT. VO©TANE 80 g;354627;Vostane;0.0800;kg;3.19;39.88;;;02.05.2025;3.19;3858889493256;Hrana
VINO MU©KAT ORMO® OTT. 0,75 L ;354634;;0.7500;L;9.99;13.32;;;02.05.2025;9.99;3830078701748;Piæa
ÈOK.DORINA CIJ.LJE©NJAK 220 g;354675;Dorina;0.2200;kg;4.99;22.68;;;02.05.2025;3.79;3850102520381;Hrana
ÈOK.DORINA SJEC.LJE©NJAK 220 g;354676;Dorina;0.2200;kg;3.49;15.86;;3.49;02.05.2025;4.49;3850102522323;Hrana
KREM.ZORINA MAST ZA LICE 50 ml;354685;ZORINA MAST;0.0500;L;12.49;249.80;;;02.05.2025;12.49;3857500100368;Kozmetika
MED S-BUDGET CVJETNI 900 g;354728;S-Budget;0.9000;kg;6.59;7.32;;;02.05.2025;6.59;3856021220371;Hrana
MED S-BUDGET CVJETNI 1200 g;354730;S-Budget;1.2000;kg;8.59;7.16;;;02.05.2025;8.59;3856021220395;Hrana
KREKER SPAR SLANI 3X75 g;354751;SPAR;0.2250;kg;1.49;6.62;;;02.05.2025;1.49;9100000782591;Hrana
UM.BEN´S ORIG.SL.KISELI 400 g;354773;;0.4000;kg;3.99;9.98;;;02.05.2025;3.99;4002359017322;Hrana
UM.BEN´S ORIG.SL.KIS.ANA.400 g;354774;;0.4000;kg;3.99;9.98;;;02.05.2025;3.99;4002359017209;Hrana
RI®A BEN´S ORIG.DUG.ZR.250 g  ;354776;;0.2500;kg;2.39;9.56;;;02.05.2025;2.39;5410673007452;Hrana
RI®A BEN´S ORIG.DUGO ZR.500 g ;354777;;0.5000;kg;3.99;7.98;;;02.05.2025;3.99;5410673007476;Hrana
RI®A BEN´S ORI.DU.ZR.PAR.500 g;354779;;0.5000;kg;3.69;7.38;;;02.05.2025;3.69;5410673007490;Hrana
RI®A BEN´S INTEGRAL.PARB.500 g;354780;;0.5000;kg;4.19;8.38;;;02.05.2025;4.19;5410673007667;Hrana
RI®A BEN´S ORI.INTEG.PAR.500 g;354783;;0.5000;kg;4.19;8.38;;;02.05.2025;4.19;5410673007407;Hrana
MLIJ.LACTO OIL LACTOVIT 400 ml;354823;Lactovit;0.4000;L;5.79;14.48;;;02.05.2025;5.79;8411135354807;Kozmetika
ÈOK.JAJA MIX LINDT 180 g;354829;Lindt;0.1800;kg;;5.50;0.99;1.99;02.05.2025;1.99;4000539674600;Hrana
ÈOK.JAJA MIX LINDT 200 g;354832;Lindt;0.2000;kg;;4.95;0.99;1.99;02.05.2025;1.99;4000539604409;Hrana
LIZAL.USKR©NJA POP UP 10 g;354834;;0.0100;kg;;19.00;0.19;0.49;02.05.2025;0.49;8714786286382;Hrana
KEKS OREO REMIX KUP./VAN 157 g;354845;Oreo;0.1570;kg;2.19;13.95;;;02.05.2025;2.19;7622201505059;Hrana
HRENOVKE PILEÆE S BUDGET 100 g;354848;S-Budget;0.1000;kg;0.85;8.50;;;02.05.2025;0.85;3856021219832;Hrana
TORTA JAFFA 900 g;354867;Bäckerei SPAR;0.9000;kg;11.99;13.32;;;02.05.2025;11.99;;Hrana
KAVA MLJEVENA S BUDGET 250 g;354882;S-Budget;0.2500;kg;3.89;15.56;;;02.05.2025;3.89;9100100131459;Piæa
KRASTAVCI NATUR PUR DEL.330 g;354900;Spar Natur pur;0.1850;kg;3.59;19.41;;;02.05.2025;3.59;9100000960326;Hrana
SAPUN LAHOR AQUA 80 g;354941;Lahor;0.0800;kg;0.89;11.13;;;02.05.2025;0.89;3850105177193;Kozmetika
SIRUP MARASKA BOROVNICA 1 L;354942;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105020;Piæa
SIRUP MARASKA JABUKA BAZGA 1 L;354944;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105044;Piæa
SIRUP MARAS.LE.ÈAJ BRESKVA 1 L;354945;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105082;Piæa
SIRUP MARASKA LIMUN 1 L;354946;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105129;Piæa
SIRUP MARASKA MALINA 1 L;354947;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105068;Piæa
SIRUP MARASKA NARANÈA 1 L;354948;Maraska;1.0000;l;2.99;2.99;;;02.05.2025;2.99;3850158105006;Piæa
PIVO BALTAZAR 0,5 L;354952;;0.5000;l;;3.82;1.91;2.29;02.05.2025;2.39;3859893357275;Piæa
FLIPS TIP TOP CUBICS 100 g;354958;Tip Top;0.1000;kg;1.59;15.90;;;02.05.2025;1.59;3856021303302;Hrana
TORTA ÈOKO MALINA 850 g;354982;Bäckerei SPAR;0.9400;kg;13.99;14.88;;;02.05.2025;13.99;;Hrana
NAPIT.BOOM BOX ZOB.BARIS.1 L ;354987;Boom Box;1.0000;l;3.29;3.29;;;02.05.2025;3.29;3858890478778;Piæa
NAPIT.BOOM BOX ZOB.BAD.500 ml;354988;Boom Box;0.5000;l;1.99;3.98;;;02.05.2025;1.99;3858890478792;Piæa
NAPIT.BOOM BOX ZOB.LJE©.500 ml;354989;Boom Box;0.5000;l;1.99;3.98;;;02.05.2025;1.99;3858890478815;Piæa
®ITNA KA©.HIPP ®ITAR.BAN.200 g;355032;Hipp;0.2000;kg;2.78;13.90;;;02.05.2025;2.78;9062300134572;Hrana
VOÆNA ZAB.BEBI.JAB.JAG.KR.90 g;355033;Bebivita;0.0900;kg;1.09;12.11;;;02.05.2025;1.1;4018852017998;Hrana
NAPITAK HIPP VODA JAB.500 ml;355034;Hipp;0.5000;l;1.82;3.64;;;02.05.2025;1.82;4062300395572;Piæa
NAPITAK HIPP JAB.CR.GRO.500 ml;355035;Hipp;0.5000;l;1.82;3.64;;;02.05.2025;1.82;4062300393639;Piæa
ZOB.KA©A LJE©.ÈOKO.BOOM B.60 g;355051;Atlantic Trade;0.0600;kg;0.99;16.50;;;02.05.2025;0.99;3858890478075;Hrana
ZOB.KA©A KOKOS ÈOKOLA.B.B.60 g;355056;Atlantic Trade;0.0600;kg;0.99;16.50;;;02.05.2025;0.99;3858890478112;Hrana
ZOB.KA©A MALINA VANIL.B.B.60 g;355057;Atlantic Trade;0.0600;kg;0.99;16.50;;;02.05.2025;0.99;3858890478136;Hrana
HRANA ZA MAÈKE FEL.PIL.4X85 g;355068;Felix;0.3400;kg;2.79;8.21;;;02.05.2025;2.79;7613287491640;Proizvodi za kuæanstvo
HRANA ZA MAÈ.FEL.GOV.PI.4X85 g;355069;Felix;0.3400;kg;2.79;8.21;;;02.05.2025;2.79;7613287491695;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.LOS.4X85 g;355070;Felix;0.3400;kg;2.79;8.21;;;02.05.2025;2.79;7613287491725;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.RIBA 4X85 g;355071;Felix;0.3400;kg;2.79;8.21;;;02.05.2025;2.79;7613287491770;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.PIL.MR.85 g;355072;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287490223;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.GOV.RA.85 g;355075;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287490179;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FELIX ZEC 85 g;355079;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287487773;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FELIX PILE.85 g;355083;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287490117;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FELIX GOVE.85 g;355086;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287489593;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FELIX PILE.85 g;355090;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287489975;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FELIX LOS.85 g;355091;Felix;0.0850;kg;0.79;9.29;;;02.05.2025;0.79;7613287489999;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.RIB.12X85 g;355094;Felix;1.0200;kg;6.79;6.66;;;02.05.2025;6.79;7613287495419;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.ME.12X85 g;355095;Felix;1.0200;kg;6.79;6.66;;;02.05.2025;6.79;7613287495280;Proizvodi za kuæanstvo
HRANA ZA MAÈKE FEL.MESO 4X85 g;355097;Felix;0.3400;kg;2.79;8.21;;;02.05.2025;2.79;7613287491749;Proizvodi za kuæanstvo
USKR.POKLON PAKET INCO 120 g;355109;;0.1200;kg;1.39;11.58;;1.39;02.05.2025;1.39;5901812690036;Hrana
SPAR ENJOY VI.MALINA LIM.0,5 L;355113;SPAR enjoy;0.5000;l;1.35;2.70;;;02.05.2025;1.32;9100000966595;Piæa
VINO BLATO ROSE R. ZOI  0,75 L;355117;;0.7500;L;9.59;12.79;;;02.05.2025;9.59;3859888154773;Piæa
VINO BLATO MERLOT ZOI  0,75 L;355118;;0.7500;L;7.59;10.12;;;02.05.2025;7.59;3859888154810;Piæa
ÈOK.FIG.HOLLOW USKRS 35 g;355121;Ferrero;0.0350;kg;;5.43;0.19;0.49;02.05.2025;0.49;80848349;Hrana
ZAÈIN NATUR PUR KIM BIO 50 g;355125;Natur pur;0.0500;kg;3.99;79.80;;;02.05.2025;3.99;9100000939063;Hrana
ZAÈ.NATUR PUR ORIGANO BIO 14 g;355127;Natur pur;0.0140;kg;3.99;285.00;;;02.05.2025;3.99;9100000939100;Hrana
ZAÈ.NATUR PUR PER©IN BIO 16 g ;355130;Natur pur;0.0160;kg;3.99;249.38;;;02.05.2025;3.99;9100000939049;Hrana
ZAÈIN MJ.VEGETA PODR.BIO 120 g;355135;Vegeta;0.1200;kg;2.79;23.25;;;02.05.2025;2.79;3856020245337;Hrana
TJE.ZL.POLJE JU©.REZANCI 250 g;355136;Zlato Polje;0.2500;kg;1.99;7.96;;;02.05.2025;1.99;3838700011463;Hrana
TJE.ZL.POLJE VALJANI REZ.400 g;355137;Zlato Polje;0.4000;kg;2.79;6.98;;;02.05.2025;2.79;3838700010480;Hrana
VINO ROSE MATU©KO SELC. 0,75 L;355139;;0.7500;L;12.02;16.03;;;02.05.2025;12.02;3859889396752;Piæa
VINO MATU©KO PO©IP 0,75 L;355140;;0.7500;L;11.92;15.89;;;02.05.2025;11.92;3859889396455;Piæa
OMEK©.SPLEND.SOMMERF.1,5L;355145;Splendid;1.5000;L;2.99;1.99;;;02.05.2025;2.98;9100000156965;Sredstva za èi¹æenje
OMEK©.SPLEN.STERNENHIMMEL 1,5L;355146;Splendid;1.5000;L;2.99;1.99;;;02.05.2025;2.98;9100000156880;Sredstva za èi¹æenje
OMEK©.SPLEND.FRISCH BRISE 1,5L;355147;Splendid;1.5000;L;2.99;1.99;;;02.05.2025;2.98;9100000156941;Sredstva za èi¹æenje
®ITAR.ENCIAN CHOCO BALLS 250 g;355148;Encian;0.2500;kg;2.69;10.76;;;02.05.2025;2.69;3858890104516;Hrana
KREMA TIP MASCARP.VEGAN 250 g;355157;;0.2500;kg;2.39;9.56;;;02.05.2025;2.39;5999884968092;Hrana
PANIR.KLJE©TA RAKA VICI 250 g;355158;Vici;0.2500;kg;2.39;9.56;;;02.05.2025;2.39;4770190036900;Hrana
PRIPRAVAK ZA KUH.HALTA 500 ml;355161;Halta;0.5000;L;1.99;3.98;;;02.05.2025;1.99;8004172000495;Hrana
VINO KG VRANAC 2 L;355165;;2.0000;L;4.59;2.30;;;02.05.2025;4.59;3859891270101;Piæa
SOL FINISH 1,2 kg;355169;Finish;1.2000;kg;2.39;1.99;;;02.05.2025;2.39;4002448046424;Sredstva za èi¹æenje
MUFFIN FREE FROM 60 g;355179;SPAR free from;0.0600;kg;1.59;26.50;;;02.05.2025;1.59;3856021220456;Hrana
MUFFIN FREE FROM KAKAO 60 g;355180;SPAR free from;0.0600;kg;1.59;26.50;;;02.05.2025;1.59;3856021220463;Hrana
JOG.BIO PROBI.BIFIDUS NP 1 kg;355185;Natur pur;1.0000;kg;2.69;2.69;;;02.05.2025;2.59;9100000965635;Hrana
FERIM.BIO PROIZ.ZOB/BOR.400 g;355187;Natur pur;0.4000;kg;2.29;5.73;;;02.05.2025;2.29;9100000964430;Hrana
ULO.LIBRES.DNEV.EXTR.LONG 54/1;355188;Libresse;54.0000;kom;4.49;0.08;;;02.05.2025;2.59;7322541471853;Toaletne potrep¹tine
SPAR VITAM.ZRNCA NARANÈA 200 g;355194;SPAR Qualitätsmarke;0.2000;kg;1.49;7.45;;;02.05.2025;1.46;3856021219474;Piæa
SPAR VITAM.ZRNCA LIMUN 200 g;355195;SPAR Qualitätsmarke;0.2000;kg;1.49;7.45;;;02.05.2025;1.46;3856021219498;Piæa
Osliæ filet;355196;;1.0000;kg;17.49;17.49;;;02.05.2025;16.99;3856024302296;Hrana
D.ROLL-ON NIVEA MEN DEEP 50 ml;355200;Nivea;0.0500;l;4.99;99.80;;;02.05.2025;4.99;9005800353012;Kozmetika
DEO SPR.NIVEA MEN DEEP 150 ml;355201;Nivea;0.1500;l;4.99;33.27;;;02.05.2025;4.99;9005800379517;Kozmetika
PILE.PAN.MINI FILE SB 900 g;355202;S-Budget;0.9000;kg;8.99;9.99;;;02.05.2025;8.99;3856021219511;Hrana
PILE.PANIRANI ODRESCI SB 900 g;355204;S-Budget;0.9000;kg;8.99;9.99;;;02.05.2025;8.99;3856021219535;Hrana
©AMP.ELSEVE HYALURON 250 ml;355207;Elseve;0.2500;l;;13.16;3.29;4.39;02.05.2025;4.39;3600524029500;Kozmetika
PUD.PROTEIN ÈOK.ZOTT 200 g ;355208;Zott;0.2000;kg;;4.45;0.89;1.19;02.05.2025;1.19;4014500519142;Hrana
PUD.PROTEIN VAN. ZOTT 200 g;355210;Zott;0.2000;kg;;4.45;0.89;1.19;02.05.2025;1.19;4014500519180;Hrana
JOG.VOÆ. PROTEIN ZOTT 200 g;355211;Zott;0.2000;kg;1.19;5.95;;;02.05.2025;1.19;4014500519159;Hrana
REG.ELSEV.HYALURON  200 ml;355214;Elseve;0.2000;l;;16.45;3.29;4.39;02.05.2025;4.39;3600524029753;Kozmetika
DATULJA MAZAFATI 600 g;355215;;0.6000;kg;2.76;4.60;;2.74;02.05.2025;2.76;3872084015051;Hrana
MASKA ELSEVE HYALURON 300 ml;355216;Elseve;0.3000;l;6.95;23.17;;;02.05.2025;6.95;3600524033552;Kozmetika
SERUM ELSEVE HYALURON 150 ml;355218;Elseve;0.1500;l;6.99;46.60;;;02.05.2025;6.99;3600524032425;Kozmetika
ÈIPS LAY´S SLANI 200 g;355220;Lays;0.2000;kg;2.69;13.45;;2.69;02.05.2025;2.99;8606017377511;Hrana
ÈIPS LAY´S PIK.PAPRIKA 200 g;355222;Lays;0.2000;kg;2.69;13.45;;2.69;02.05.2025;2.99;8606017377535;Hrana
ÈOK.JAJA +RAJF 100 g;355225;Baron Company;0.1000;kg;;9.90;0.99;1.99;02.05.2025;1.99;5907443605951;Hrana
NAMAZ PREMIUM SU©.RAJÈ.180 g;355228;SPAR PREMIUM;0.1800;kg;2.89;16.06;;;02.05.2025;2.89;8001300243359;Hrana
NAMAZ PREMIUM CRNE MASL.180 g;355230;SPAR PREMIUM;0.1800;kg;2.89;16.06;;;02.05.2025;2.89;8001300243328;Hrana
NAMAZ PREMIUM TUNA 180 g;355231;SPAR PREMIUM;0.1800;kg;4.09;22.72;;;02.05.2025;4.09;8001300243373;Hrana
TJ.BARILLA CELLENTANI IN.500 g;355239;Barilla;0.5000;kg;3.09;6.18;;;02.05.2025;3.09;8076809575485;Hrana
UNIVER.MARAMICE SPLENDID 80/1;355254;Splendid;80.0000;kom;1.98;0.02;;;02.05.2025;1.98;9100000947228;Sredstva za èi¹æenje
MAR.ZA KUPAONICU SPLENDID 50/1;355255;Splendid;50.0000;kom;1.59;0.03;;;02.05.2025;1.59;9100000947259;Sredstva za èi¹æenje
USKR©NJE JAJE VELIKO 160 g;355261;;0.1600;kg;4.99;31.19;;4.99;02.05.2025;4.99;5201709164023;Hrana
BISKV. ROLINO LJE©NJAK  222 g;355268;DESPAR;0.2220;kg;1.69;7.61;;;02.05.2025;1.69;8001300804550;Hrana
©AMP.ELSEVE HYALURON 400 ml;355271;Elseve;0.4000;L;;10.98;4.39;5.89;02.05.2025;5.89;3600524029883;Kozmetika
OSLIÆ FILE CAPE.MSC SPAR 500 g;355282;SPAR;0.5000;kg;4.80;9.60;;;02.05.2025;4.80;3856021219825;Hrana
GEL TU©.BIOBAZA SILK.COM 400ml;355286;Biobaza;0.4000;L;4.89;12.23;;;02.05.2025;4.89;3856020908300;Kozmetika
PIVO GARDEN MILKSHA.IPA 0,33 L;355304;;0.3300;l;2.22;6.73;;;02.05.2025;2.22;3859893153303;Piæa
BIO ©PINAT 400 g;355306;;0.4000;kg;2.89;7.23;;;02.05.2025;2.89;3859893093432;Hrana
BUÐOLA S BUDGET NAREZAK 100 g;355323;S-Budget;0.1000;kg;2.79;27.90;;;02.05.2025;2.79;3856021220098;Hrana
TJEST.MARODI ZVJEZDICE 400 g;355326;;0.4000;kg;2.99;7.48;;;02.05.2025;2.99;3859888666771;Hrana
TJEST.PREMIUM FILINI 250 g;355344;Premium;0.2500;kg;1.59;6.36;;;02.05.2025;1.59;8001300400592;Hrana
TJEST.PREMIUM STELLINE 250 g;355345;Premium;0.2500;kg;1.59;6.36;;;02.05.2025;1.59;8001300400615;Hrana
TJEST.PREMIUM FARFALLINE 250 g;355346;Premium;0.2500;kg;1.59;6.36;;;02.05.2025;1.59;8001300400608;Hrana
BRA©NO PREMIUM TIP 0 1 kg;355349;Premium;1.0000;kg;1.89;1.89;;;02.05.2025;1.85;8001300400851;Hrana
DET.FAKS SUPERAKTIV 3,51 kg;355361;Faks;3.5100;kg;16.99;4.84;;;02.05.2025;16.99;3850105176646;Sredstva za èi¹æenje
©AM.SCHA.GREEN APPLE  400ml;355375;Schauma;0.4000;l;2.99;7.48;;2.79;02.05.2025;2.79;9000101627633;Kozmetika
©AM.SCHA.CHAMOM.EXTR.400 ml;355376;Schauma;0.4000;l;2.99;7.48;;2.79;02.05.2025;2.79;9000101627428;Kozmetika
©AMP.SYOSS DRY DARK 200 ml;355385;Syoss;0.2000;l;6.49;32.45;;;02.05.2025;6.49;9000101658477;Kozmetika
BOJA PALETTE ICC 10-19 SREB.;355401;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;9000101606942;Kozmetika
BOJA PALETTE ICC 12-21 SREB.;355402;Palette;1.0000;kom;;3.49;3.49;4.25;02.05.2025;4.25;9000101607062;Kozmetika
BOJA PALETTE  PNC 8-16 PEPLJ.;355406;Palette;1.0000;kom;;3.29;3.29;3.89;02.05.2025;3.89;9000101649857;Kozmetika
SPREJ SYOSS ZA©.TOPLINE 200 ml;355410;Syoss;0.2000;kom;;25.95;5.19;5.69;02.05.2025;5.69;9000101049299;Kozmetika
©AMPON SYOSS MEN CLEAN 440 ml;355412;Syoss;0.4400;kom;4.99;11.34;;;02.05.2025;4.49;9000101277197;Kozmetika
